GCF_003469635.1_ASM346963v1_genomic	SGB516
SAMN03435033	SGB601
SAMN03435032	SGB601
SAMN03435030	SGB601
GCF_001074805.1_ASM107480v1_genomic	SGB190
GCF_000931625.1_ASM93162v1_genomic	SGB511
GCF_000791205.1_AZPAE14923_genomic	SGB359
GCF_001453265.1_WH-SGI-V-07506_genomic	SGB359
GCF_900610365.1_603019-18_genomic	SGB041
GCF_000551105.1_Stap_aure_M0022_V1_genomic	SGB185
SAMN02603351	SGB344
SAMN02603352	SGB059
SAMN02603353	SGB598
GCF_000248855.1_ASM24885v2_genomic	SGB185
SAMEA2272716	SGB414
GCF_000562525.1_Stap_aure_H71785_V1_genomic	SGB185
SAMEA2272718	SGB598
GCF_001698065.1_ASM169806v1_genomic	SGB513
GCF_003842075.1_INS-Nm1105_genomic	SGB513
SAMN09734690	SGB180
SAMN09734694	SGB180
GCF_002899375.1_ASM289937v1_genomic	SGB597
GCF_001453545.1_WH-SGI-V-07678_genomic	SGB359
GCF_003995425.1_ASM399542v1_genomic	SGB513
GCF_003496725.1_ASM349672v1_genomic	SGB513
GCF_900032455.1_14355_5_16_genomic	SGB513
0091D10	SGB381
GCF_900203035.1_R953_genomic	SGB513
GCF_003284885.1_ASM328488v1_genomic	SGB597
GCF_003942805.1_ASM394280v1_genomic	SGB487
GCF_000573245.1_Stap_aure_M1326_V1_genomic	SGB185
GCF_001588645.1_ASM158864v1_genomic	SGB487
GCF_000544785.1_Stap_aure_M0878_V1_genomic	SGB185
GCF_000569995.1_Stap_aure_H87668_V1_genomic	SGB185
GCF_002708685.1_ASM270868v1_genomic	SGB513
FA9_bin_1	SGB430
GCF_000194965.1_ASM19496v1_genomic	SGB490
GCF_000795605.1_AZPAE14710_genomic	SGB359
GCF_900075815.1_12082_4_48_genomic	SGB089
SAMEA4005236	SGB412
GCF_002001405.1_ASM200140v1_genomic	SGB513
GCF_000563035.1_Stap_aure_F22898_V1_genomic	SGB185
GCF_001554745.1_ASM155474v1_genomic	SGB359
GCF_000245495.1_ASM24549v1_genomic	SGB185
GCF_000537835.1_Stap_aure_AMMC6050_V1_genomic	SGB185
GCF_000327725.2_ASM32772v2_genomic	SGB513
SAMN05323899	SGB125
SAMN05323898	SGB125
GCF_000480375.1_Pseu_aeru_CF77_V1_genomic	SGB359
JKR_12_29_17_F03_S694-bin_1	SGB295
SAMN05323891	SGB125
SAMN05323890	SGB125
SAMN05323893	SGB125
SAMN05323892	SGB125
GCF_900407715.1_PTHi-13351_genomic	SGB511
SAMN05323894	SGB125
SAMN05323897	SGB125
SAMN05323896	SGB125
GCF_001679905.1_ASM167990v1_genomic	SGB359
SAMN08939835	SGB401
GCF_000554345.1_Stap_aure_M0295_V1_genomic	SGB185
C0020B4	SGB001
C0020B5	SGB001
C0020B1	SGB001
C0020B2	SGB001
NZ_UFUL01000001.1	SGB250
GCF_008364265.1_ASM836426v1_genomic	SGB597
SAMN09736459	SGB009
C0087A1	SGB001
GCF_900025565.1_14324_4_60_genomic	SGB513
GCF_000824245.1_LES_CF_sputum_CF03_contigs_31_a1_genomic	SGB359
SAMN03104007	SGB254
GCA_001031955	SGB486
GCF_001449395.1_WH-SGI-V-07066_genomic	SGB359
GCF_002988935.1_ASM298893v1_genomic	SGB511
GCF_000542035.1_Stap_aure_OCMM6096_V1_genomic	SGB185
SAMN09947949	SGB401
SAMN09947948	SGB401
SAMN09947947	SGB401
SAMN09947946	SGB401
SAMN09947945	SGB401
SAMN09947944	SGB401
SAMN09947943	SGB401
SAMN09947942	SGB401
SAMN09947941	SGB401
SAMN09947940	SGB401
GCF_001452825.1_WH-SGI-V-07248_genomic	SGB359
C0090E6	SGB266
GCF_003842305.1_INS-Nm1091_genomic	SGB513
GCF_000605485.1_Stap_aure_M90396_V1_genomic	SGB185
GCF_000024585.1_ASM2458v1_genomic	SGB185
GCF_000795905.1_AZPAE14718_genomic	SGB359
GCF_001318345.1_ASM131834v1_genomic	SGB396
SAMEA26404168	SGB401
GCF_000543825.1_Stap_aure_M0798_V1_genomic	SGB185
SAMN09435332	SGB603
SAMN04605225	SGB481
SAMN09435330	SGB603
GCF_900075795.1_11983_6_48_genomic	SGB238
SAMN07702384	SGB481
GCA_001720815	SGB486
GCF_008572205.1_ASM857220v1_genomic	SGB180
GCF_003031445.1_ASM303144v1_genomic	SGB238
GCF_000530965.1_Stap_aure_M0121_V1_genomic	SGB185
GCF_002104105.1_ASM210410v1_genomic	SGB597
GCF_000560845.1_Stap_aure_M12714_V1_genomic	SGB185
GCA_002532085.1_ASM253208v1_genomic	SGB200
GCF_900202075.1_R542_genomic	SGB513
MG_112797_bin_2	SGB415
MG_112797_bin_3	SGB020
SAMN06368306	SGB132
b7_bin_1	SGB137
GCF_000012045.1_ASM1204v1_genomic	SGB185
GCF_902362755.1_MGYG-HGUT-00048_genomic	SGB021
GCF_000363605.1_Stap_aure_M1510_V1_genomic	SGB185
SAMN02729176	SGB603
SAMN08193668	SGB137
SAMN08193669	SGB467
SAMN02729173	SGB603
SAMN08193666	SGB526
GCF_000418915.1_S_marcescensMC458-1.0_genomic	SGB597
GCF_000794265.1_AZPAE14833_genomic	SGB359
GCF_000362225.1_Stap_aure_M0934_V1_genomic	SGB185
GCA_003459405.1_ASM345940v1_genomic	SGB556
GCF_001060335.1_ASM106033v1_genomic	SGB597
GCF_001454595.1_WH-SGI-V-07268_genomic	SGB359
GCF_001317425.2_59_S30v.02_genomic	SGB597
SAMEA1711623	SGB598
SAMEA1711622	SGB598
SAMEA1711621	SGB598
SAMEA1711627	SGB598
SAMEA1711626	SGB598
SAMEA1711625	SGB598
SAMEA1711624	SGB598
SAMEA1711629	SGB598
SAMEA1711628	SGB598
GCF_000647635.1_PseAerIGB83_1.0_genomic	SGB359
SAMN02598542	SGB001
SAMN07420958	SGB401
SAMN07420959	SGB401
SAMN07420956	SGB401
SAMN07420957	SGB401
SAMN07420954	SGB401
SAMN07420955	SGB401
SAMN07420952	SGB401
SAMN07420953	SGB401
SAMN07420950	SGB401
SAMN07420951	SGB401
SAMEA80458918	SGB393
GCF_900076985.1_12045_4_32_genomic	SGB238
GCF_002861025.1_ASM286102v1_genomic	SGB274
GCF_002988385.1_ASM298838v1_genomic	SGB511
GCF_000540155.1_Stap_aure_HOAG6025_V1_genomic	SGB185
SAMN03002779	SGB401
GCF_002237425.1_ASM223742v1_genomic	SGB359
E4_1683_1263_1_CBA2_S186-bin_1-SPLIT	SGB521
GCF_000535155.1_Stap_aure_M0886_V1_genomic	SGB185
GCF_000540775.1_Stap_aure_SCOA6048_V1_genomic	SGB185
GCF_000578055.1_Stap_aure_F63787_V1_genomic	SGB185
GCF_003437205.1_ASM343720v1_genomic	SGB199
GCF_000578715.1_Stap_aure_T86574_V1_genomic	SGB185
JKR_P1_61_E08_S733_001-bin_1	SGB318
GCF_001024765.1_ASM102476v1_genomic	SGB359
GCF_000540375.1_Stap_aure_UCIM6042_V1_genomic	SGB185
SAMEA3918758	SGB598
SAMEA3918759	SGB598
GCF_000448145.1_ASM44814v1_genomic	SGB513
SAMEA3918754	SGB598
SAMEA3918755	SGB598
SAMEA3918756	SGB598
SAMEA3918750	SGB598
SAMEA3918751	SGB598
SAMEA3918752	SGB598
SAMEA3918753	SGB598
SAMN09691177	SGB242
SAMEA104224812	SGB110
a5_bin_3	SGB018
a5_bin_2	SGB416
a5_bin_4	SGB467
SAMN03220318	SGB412
GCF_001444895.1_ASM144489v1_genomic	SGB359
DZD_CM_05_S773-bin_1	SGB266
SAMEA1324152	SGB598
GCF_902167735.1_Dorea_longicatena_SSTS_Bg7063_genomic	SGB368
GCF_000793825.1_AZPAE14921_genomic	SGB359
GCF_003842955.1_INS-Nm1029_genomic	SGB513
GCF_001697805.1_ASM169780v1_genomic	SGB513
GCF_000546885.1_Stap_aure_M1059_V1_genomic	SGB185
GCF_900076025.1_11983_6_75_genomic	SGB296
GCF_000291745.1_ASM29174v1_genomic	SGB359
SAMN08395893	SGB131
GCF_900200175.1_B069_genomic	SGB513
GCF_000593625.1_Stap_aure_F55987_V1_genomic	SGB185
GCF_003944125.1_ASM394412v1_genomic	SGB490
GCF_002148505.1_ASM214850v1_genomic	SGB513
JKR_P1_07_G01_S679_001-bin_1	SGB266
GCA_900085675	SGB486
GCF_001063995.1_ASM106399v1_genomic	SGB528
C0123C1	SGB055
C0123C3	SGB055
GCF_003493005.1_ASM349300v1_genomic	SGB513
GCF_000561045.1_Stap_aure_H18811_V1_genomic	SGB185
GCA_000212375.1_ASM21237v1_genomic	SGB609
GCF_000556505.1_Stap_aure_M0476_V1_genomic	SGB185
0055_051_1_1_MRS3_S769-bin_1	SGB020
GCF_003415425.1_ASM341542v1_genomic	SGB511
GCF_001539425.1_12082_2_81_genomic	SGB597
GCF_003397705.1_ASM339770v1_genomic	SGB467
GCF_003935355.1_ASM393535v1_genomic	SGB597
GCF_000561565.1_Stap_aure_H33594_V1_genomic	SGB185
GCF_900075255.1_11983_7_73_genomic	SGB238
SAMN04958319	SGB401
SAMN04958318	SGB401
GCA_900086375	SGB486
SRR6747967_bin_13	SGB061
SRR6747967_bin_10	SGB554
SRR6747967_bin_11	SGB171
SAMN00015387	SGB095
GCF_900204805.1_23462_genomic	SGB513
GCF_000563255.1_Stap_aure_H24662_V1_genomic	SGB185
SAMN05413866	SGB603
SAMN05413867	SGB603
SAMN05413864	SGB603
SAMN05413865	SGB603
SAMN05413862	SGB603
SAMN05413863	SGB603
SAMN05413860	SGB603
SAMN05413861	SGB603
GCF_000790025.1_AZPAE14858_genomic	SGB359
SAMN05413868	SGB603
SAMN05413869	SGB603
GCF_003942485.1_ASM394248v1_genomic	SGB490
SAMEA3888212	SGB601
SAMEA1031428	SGB601
SAMEA1031422	SGB601
GCF_000572605.1_Stap_aure_MISS6132_V1_genomic	SGB185
SAMEA1031420	SGB601
SAMEA1031426	SGB601
SAMEA1031427	SGB601
SAMEA1031424	SGB601
SAMEA1031425	SGB601
GCF_000562425.1_Stap_aure_S11444_V1_genomic	SGB185
MG_199199_bin_46	SGB578
MG_199199_bin_47	SGB514
MG_199199_bin_45	SGB130
MG_199199_bin_42	SGB015
MG_199199_bin_43	SGB189
MG_199199_bin_40	SGB519
MG_199199_bin_48	SGB141
GCF_003471015.1_ASM347101v1_genomic	SGB368
SAMN05410768	SGB401
SRR5274031_bin_2	SGB404
SAMN03357929	SGB401
GCF_009024815.1_ASM902481v1_genomic	SGB183
GCF_900034265.1_14555_6_34_genomic	SGB513
SAMN05238718	SGB174
GCF_002239545.1_ASM223954v1_genomic	SGB359
GCF_000412775.1_ASM41277v1_genomic	SGB185
JKR_12_29_17_A02_S681-bin_1	SGB095
GCF_000790835.1_AZPAE15047_genomic	SGB359
SAMEA1690331	SGB513
SAMN03800296	SGB401
SAMEA1690333	SGB513
SAMEA1690332	SGB513
SAMN03800293	SGB401
SAMEA1690334	SGB513
SAMN03800291	SGB401
SAMEA1690336	SGB513
SAMEA1690339	SGB513
SAMEA1690338	SGB513
GCF_001537865.1_12082_5_46_genomic	SGB597
SAMN05410760	SGB401
SAMN03357922	SGB401
GCF_001555235.1_ASM155523v1_genomic	SGB359
SAMN05410763	SGB401
CM_C01_S771-bin_1	SGB266
SAMN03014697	SGB409
SAMN02299483	SGB603
SAMN02299482	SGB603
GCF_900034935.1_14412_4_32_genomic	SGB511
SAMN02299480	SGB603
SAMN02299487	SGB603
SAMN02299486	SGB603
SAMN02299485	SGB603
SAMN02299484	SGB603
SAMN02299489	SGB603
SAMN02299488	SGB603
GCF_000215025.1_ASM21502v2_genomic	SGB290
SAMN03359259	SGB401
GCF_000552925.1_Stap_aure_M0160_V1_genomic	SGB185
GCF_001263315.1_ASM126331v1_genomic	SGB054
SAMN02584770	SGB560
BN9_bin_1	SGB464
GCF_003492665.1_ASM349266v1_genomic	SGB513
SAMN03957073	SGB053
SAMN09435188	SGB603
GCF_000554645.1_Stap_aure_M0319_V1_genomic	SGB185
GCF_000824345.1_LES_CF_sputum_CF03_contigs_38_a1_genomic	SGB359
GCF_000543465.1_Stap_aure_M0772_V1_genomic	SGB185
GCF_001035765.1_ASM103576v1_genomic	SGB359
SAMEA4885360	SGB603
GCA_003471195.1_ASM347119v1_genomic	SGB076
SAMN09734529	SGB242
SAMEA2272281	SGB414
SAMEA2272284	SGB414
SAMN09734520	SGB599
GCF_002312275.1_ASM231227v1_genomic	SGB359
SAMN05301561	SGB401
SAMN09734527	SGB179
SAMEA1677289	SGB513
GCF_001953605.1_ASM195360v1_genomic	SGB178
GCF_000253135.1_ASM25313v1_genomic	SGB185
GCF_000601965.1_Stap_aure_F91072_V1_genomic	SGB185
GCF_000549345.1_Stap_aure_M1467_V1_genomic	SGB185
GCF_000361045.1_Stap_aure_M0396_V1_genomic	SGB185
GCF_000592945.1_Stap_aure_M1205_V1_genomic	SGB185
SAMN09631729	SGB202
GCF_000597525.1_Stap_aure_AMMC6114_V1_genomic	SGB185
GCF_001037275.1_ASM103727v1_genomic	SGB359
GCF_900076695.1_12045_5_42_genomic	SGB238
GCF_000386525.2_ASM38652v2_genomic	SGB513
SAMN03197934	SGB481
SAMN03197931	SGB284
GCF_000602085.1_Stap_aure_T16619_V1_genomic	SGB185
GCF_003800075.1_ASM380007v1_genomic	SGB513
GCF_000553615.1_Stap_aure_M0208_V1_genomic	SGB185
GCF_002136075.1_ASM213607v1_genomic	SGB359
GCF_001450785.1_WH-SGI-V-07242_genomic	SGB359
SAMEA864275	SGB598
SAMEA864274	SGB598
SAMEA864277	SGB598
SAMEA864276	SGB598
SAMEA864271	SGB598
SAMEA864270	SGB598
SAMEA864273	SGB598
SAMEA864272	SGB598
SAMEA864279	SGB598
SAMEA864278	SGB598
GCF_000607405.1_Stap_aure_DAR3548_V1_genomic	SGB185
GCF_003494325.1_ASM349432v1_genomic	SGB511
GCF_001515845.2_ASM151584v2_genomic	SGB359
GCF_900076115.1_11983_6_83_genomic	SGB238
SAMN03217745	SGB489
JKR_P2_21_E03_S789_001-bin_1	SGB084
GCF_000362825.1_Stap_aure_M1119_V1_genomic	SGB185
GCF_002135885.1_ASM213588v1_genomic	SGB359
GCF_900075515.1_11983_6_13_genomic	SGB238
GCF_900518945.1_NIG-Sm-3-18_genomic	SGB597
GCF_000363485.1_Stap_aure_M1405_V1_genomic	SGB185
GCF_001554305.1_ASM155430v1_genomic	SGB359
GCF_900461335.1_50279_E02_genomic	SGB572
MG_186847_bin_5	SGB137
MG_186847_bin_4	SGB001
MG_186847_bin_7	SGB416
MG_186847_bin_6	SGB266
MG_186847_bin_1	SGB137
MG_186847_bin_3	SGB560
MG_192622_bin_8	SGB061
GCF_003439415.1_ASM343941v1_genomic	SGB286
SAMN02469678	SGB184
GCF_001036835.1_ASM103683v1_genomic	SGB359
SAMN05328038	SGB344
F3_1503_1114_2_MRS6_S199-bin_1-SPLIT	SGB410
BM2_bin_1	SGB521
GCF_000547225.1_Stap_aure_M1091_V1_genomic	SGB185
GCF_000221985.1	SGB405
GCF_000556545.1_Stap_aure_M0481_V1_genomic	SGB185
BM2_bin_2	SGB521
GCF_000573425.1_Stap_aure_M1313_V1_genomic	SGB185
GCF_003433175.1_ASM343317v1_genomic	SGB513
GCF_000542415.1_Stap_aure_LAMC6106_V1_genomic	SGB185
GCF_003799035.1_ASM379903v1_genomic	SGB513
GCF_000594025.1_Stap_aure_H81809_V1_genomic	SGB185
GCF_000363725.1_Stap_aure_M1556_V1_genomic	SGB185
GCF_001992135.1_ASM199213v1_genomic	SGB343
SAMEA2272506	SGB401
GCF_000537775.1_Stap_aure_SJUD6064_V1_genomic	SGB185
GCF_008572285.1_ASM857228v1_genomic	SGB396
GCF_002942025.1_ASM294202v1_genomic	SGB359
GCF_003854725.1_ASM385472v1_genomic	SGB343
SAMN07985446	SGB603
SAMN07985444	SGB603
SAMN07985445	SGB603
SAMN07985443	SGB603
GCF_001454445.1_WH-SGI-V-07322_genomic	SGB359
GCF_900203285.1_20342_genomic	SGB513
GCF_001036405.1_ASM103640v1_genomic	SGB359
GCF_001991845.1_ASM199184v1_genomic	SGB343
GCF_000562655.1_Stap_aure_H23830_V1_genomic	SGB185
GCF_900407625.1_PTHi-13064_genomic	SGB511
GCF_003252915.1_ASM325291v1_genomic	SGB150
GCF_000532375.1_Stap_aure_M1086_V1_genomic	SGB185
SAMN02471995	SGB123
JKR_P1_57_A08_S729_001-bin_1	SGB420
GCF_003458595.1_ASM345859v1_genomic	SGB022
SAMN04963291	SGB481
SAMN04963293	SGB481
SAMN04963294	SGB481
SAMEA901486	SGB414
SAMEA901487	SGB414
GCF_002406265.1_ASM240626v1_genomic	SGB359
GCF_000171435.1_ASM17143v1_genomic	SGB185
SAMN09948010	SGB401
SAMN09948011	SGB401
SAMN09948012	SGB401
SAMN09948013	SGB401
SAMN09948014	SGB401
SAMN09948015	SGB401
SAMN09948016	SGB401
SAMN09948017	SGB401
SAMN03486724	SGB603
GCF_001068085.1_ASM106808v1_genomic	SGB597
GCF_000604625.1_Stap_aure_F19466_V1_genomic	SGB185
GCF_000824025.1_LES_CF_sputum_CF03_contigs_16_a1_genomic	SGB359
SAMN02729106	SGB407
GCF_003415195.1_ASM341519v1_genomic	SGB511
SAMN03073546	SGB401
SAMN07160980	SGB404
SAMN00116887	SGB481
GCF_000790115.1_AZPAE15038_genomic	SGB359
GCF_001374555.1_218_15Pc_3_contigs_500_genomic	SGB359
SAMN05216478	SGB095
SAMN02567430	SGB598
SAMN02567438	SGB598
SAMN02567439	SGB598
GCF_002128715.1_ASM212871v1_genomic	SGB057
SAMN00116775	SGB195
GCF_003384785.1_ASM338478v1_genomic	SGB025
GCF_900203625.1_22700_genomic	SGB513
GCF_001108545.1_6714_4_18_genomic	SGB513
GCF_002988915.1_ASM298891v1_genomic	SGB511
SAMN06330391	SGB603
SAMN06330390	SGB603
SAMN06330393	SGB603
SAMN06330392	SGB603
SAMN06330395	SGB603
SAMN06330394	SGB603
SAMN06330397	SGB603
SAMN06330398	SGB603
GCF_000364065.1_Stap_aure_M1078_V1_genomic	SGB185
GCF_000538015.1_Stap_aure_SJOS6071_V1_genomic	SGB185
GCF_001071035.1_ASM107103v1_genomic	SGB190
BJ4_bin_1	SGB521
GCF_900518895.1_NIG-Sm-8-18_genomic	SGB597
SAMN06227236	SGB409
SAMN00991080	SGB601
SAMN00991082	SGB601
SAMN00991083	SGB601
SAMN00991085	SGB601
SAMN00991086	SGB601
SAMN00991088	SGB601
SAMN00991089	SGB601
GCF_002285375.1_ASM228537v1_genomic	SGB359
CM_D04_S796-bin_1	SGB266
GCF_902386095.1_UHGG_MGYG-HGUT-02350_genomic	SGB597
GCF_001447845.1_ASM144784v1_genomic	SGB359
GCF_005890345.1_ASM589034v1_genomic	SGB405
GCF_003490535.1_ASM349053v1_genomic	SGB513
SAMD00060995	SGB412
GCF_900036275.1_14555_6_69_genomic	SGB513
SRR6748000_bin_5	SGB521
SRR6748000_bin_4	SGB061
SRR6748000_bin_3	SGB416
GCF_001127825.1_6714_3_8_genomic	SGB513
GCF_001457655.1_NCTC8143_genomic	SGB511
GCF_002029225.1_ASM202922v1_genomic	SGB597
GCF_000563395.1_Stap_aure_H40569_V1_genomic	SGB185
GCF_000537715.1_Stap_aure_LAMC0037_V1_genomic	SGB185
GCF_001588695.1_ASM158869v1_genomic	SGB411
C0010D3	SGB512
GCF_000793615.1_AZPAE14905_genomic	SGB359
C0010D5	SGB512
C0010D4	SGB512
SAMN03777307	SGB404
MG_186911_bin_2	SGB137
GCF_000262815.1_VRSA01_3_genomic	SGB185
GCF_000795565.1_AZPAE13864_genomic	SGB359
GCF_000555365.1_Stap_aure_M0380_V1_genomic	SGB185
GCF_001538625.1_12082_2_44_genomic	SGB597
SAMN04270970	SGB603
SAMN04270971	SGB603
SAMN04270972	SGB603
SAMN04270973	SGB603
SAMN04270974	SGB603
SAMN04270975	SGB603
SAMN04270976	SGB603
GCF_003432885.1_ASM343288v1_genomic	SGB513
GCF_007954045.1_ASM795404v1_genomic	SGB597
SAMN04631277	SGB272
JKR_P2_33_A05_S801_001-bin_1	SGB137
GCF_000152565.1_ASM15256v1_genomic	SGB343
GCF_000159475.2_ASM15947v2_genomic	SGB057
GCF_900203925.1_22515_genomic	SGB513
GCF_003996565.1_ASM399656v1_genomic	SGB513
SAMEA18417418	SGB603
SAMN04589445	SGB053
GCF_000605525.1_Stap_aure_T13128_V1_genomic	SGB185
GCF_900024425.1_14555_5_3_genomic	SGB513
GCF_002326665.1_ASM232666v1_genomic	SGB359
GCF_000543525.1_Stap_aure_M0775_V1_genomic	SGB185
GCF_001071735.1_ASM107173v1_genomic	SGB011
GCF_001106985.1_6714_2_4_genomic	SGB513
SAMEA4076770	SGB513
SAMN08562467	SGB598
MG_189662_bin_39	SGB096
MG_189662_bin_33	SGB381
MG_189662_bin_32	SGB564
MG_189662_bin_31	SGB328
MG_189662_bin_30	SGB435
GCF_000594105.1_Stap_aure_F36670_V1_genomic	SGB185
MG_189662_bin_35	SGB018
MG_189662_bin_34	SGB562
SAMN02471388	SGB407
SAMN02471389	SGB481
GCF_002318305.1_ASM231830v1_genomic	SGB513
SAMN02471385	SGB603
SAMN02471387	SGB407
GCF_000576945.1_Stap_aure_W48969_V1_genomic	SGB185
GCF_001024725.1_ASM102472v1_genomic	SGB359
GCF_000552765.1_Stap_aure_M0147_V1_genomic	SGB185
SAMEA72808918	SGB401
GCF_000455425.1_B3-CFI_genomic	SGB359
GCF_002406305.1_ASM240630v1_genomic	SGB359
GCF_000554885.1_Stap_aure_M0338_V1_genomic	SGB185
SAMEA1876566	SGB598
SAMEA1876567	SGB598
SAMEA1876564	SGB598
GCF_900478275.1_34211_D02_genomic	SGB511
SAMEA1876561	SGB598
SAMEA1876568	SGB598
SAMEA1876569	SGB598
GCF_003496685.1_ASM349668v1_genomic	SGB513
GCF_000553345.1_Stap_aure_M0187_V1_genomic	SGB185
SAMEA23861668	SGB603
GCF_000574665.1_Stap_aure_M1225_V1_genomic	SGB185
GCF_000547025.1_Stap_aure_M1079_V1_genomic	SGB185
GCF_900202845.1_R915_genomic	SGB513
GCF_002990785.1_ASM299078v1_genomic	SGB511
GCA_900092795	SGB486
GCF_900201355.1_B368_genomic	SGB513
GCF_003944475.1_ASM394447v1_genomic	SGB490
GCF_000594885.1_Stap_aure_F45779_V1_genomic	SGB185
GCF_000824445.1_LES_CF_sputum_CF03_contigs_3_a1_genomic	SGB359
GCF_003203095.1_ASM320309v1_genomic	SGB511
GCF_900408005.1_PTHi-4111_genomic	SGB511
GCF_002984065.1_ASM298406v1_genomic	SGB511
GCF_003472675.1_ASM347267v1_genomic	SGB360
GCF_003203255.1_ASM320325v1_genomic	SGB511
GCF_002985375.1_ASM298537v1_genomic	SGB511
GCF_000790985.1_AZPAE15045_genomic	SGB359
GCA_001916945.1_ASM191694v1_genomic	SGB201
SAMN07958358	SGB242
SAMN07958359	SGB242
SAMN07958354	SGB242
SAMN07958355	SGB242
SAMN07958356	SGB242
SAMN07958357	SGB242
SAMN07958350	SGB242
SAMN07958351	SGB242
SAMN07958352	SGB242
SAMN07958353	SGB242
SAMEA3888280	SGB601
SAMN03197857	SGB481
SAMEA3888282	SGB601
SAMEA3888283	SGB601
GCF_000362365.1_Stap_aure_M0994_V1_genomic	SGB185
SAMEA3888285	SGB601
AZ2_bin_1	SGB061
GCF_001991665.1_ASM199166v1_genomic	SGB343
SAMN06319228	SGB095
GCF_000939155.1_2a7B_assembly3_genomic	SGB199
SAMN08321075	SGB401
SAMN03401364	SGB481
SAMN03401365	SGB481
GCF_900204875.1_23346_genomic	SGB513
GCF_001452325.1_WH-SGI-V-07647_genomic	SGB359
GCF_002988615.1_ASM298861v1_genomic	SGB511
GCF_000193815.1_ASM19381v2_genomic	SGB513
SAMN05410788	SGB401
SAMN05410789	SGB401
GCF_900032555.1_14555_5_51_genomic	SGB513
GCF_000541295.1_Stap_aure_UCIM6066_V1_genomic	SGB185
SAMN05410783	SGB401
SAMN05410780	SGB401
SAMN05410781	SGB401
SAMN05410786	SGB401
GCF_900025635.1_14355_8_12_genomic	SGB513
SAMN05410784	SGB401
SAMN05410785	SGB401
GCF_000540055.1_Stap_aure_UCIM6009_V1_genomic	SGB185
GCF_000481405.1_Pseu_aeru_BWH015_V1_genomic	SGB359
C0098A1	SGB137
GCF_900200645.1_B227_genomic	SGB513
GCF_900034565.1_14355_5_81_genomic	SGB513
GCF_001536965.1_12082_3_42_genomic	SGB597
GCF_003469565.1_ASM346956v1_genomic	SGB190
SAMN08970416	SGB401
MG_205763_bin_1	SGB521
MG_205763_bin_2	SGB107
MG_205763_bin_3	SGB410
MG_205763_bin_7	SGB562
MG_205763_bin_9	SGB077
SAMN08970418	SGB401
SAMN08970419	SGB401
GCF_000195125.1_ASM19512v1_genomic	SGB490
GCF_001349335.1_6714_1_1_genomic	SGB513
SAMN05410791	SGB401
SAMN05410790	SGB401
SAMN02314528	SGB599
SAMN02314529	SGB599
SAMN02314524	SGB599
SAMN02314525	SGB599
SAMN02314526	SGB599
SAMN03218402	SGB401
SAMN02314520	SGB599
SAMN02314521	SGB599
GCF_000572785.1_Stap_aure_OCMM6017_V1_genomic	SGB185
GCF_002318395.1_ASM231839v1_genomic	SGB513
GCF_002253785.1_ASM225378v1_genomic	SGB057
SAMN03577772	SGB281
SAMN10225190	SGB344
SAMN08162240	SGB401
SAMN08162241	SGB401
SAMN08162242	SGB401
SAMN08162243	SGB401
GCF_001454045.1_WH-SGI-V-07276_genomic	SGB359
GCF_001640865.1_ASM164086v1_genomic	SGB180
SAMN09736824	SGB180
GCF_000564255.1_Stap_aure_T76030_V1_genomic	SGB185
SAMN09736823	SGB599
GCF_000545845.1_Stap_aure_M0965_V1_genomic	SGB185
C0098B3	SGB393
SAMN05150008	SGB481
GCF_001304545.1_ASM130454v1_genomic	SGB405
SAMN03800303	SGB401
GCF_001070445.1_ASM107044v1_genomic	SGB190
GCF_000544825.1_Stap_aure_M0880_V1_genomic	SGB185
SAMN03854407	SGB349
GCF_003324185.1_ASM332418v1_genomic	SGB591
SAMN03854409	SGB237
SAMN03854408	SGB195
SAMN05201389	SGB344
GCF_001064855.1_ASM106485v1_genomic	SGB597
GCF_000192185.1_ASM19218v1_genomic	SGB490
SAMN06297508	SGB401
SAMN06297509	SGB401
E4_1683_1263_1_CBA1_S108-bin_2-SPLIT	SGB521
GCF_001056365.1_ASM105636v1_genomic	SGB343
GCF_900044695.1_14412_4_5_genomic	SGB511
MG_198301_bin_19	SGB236
MG_198301_bin_18	SGB091
MG_198301_bin_16	SGB453
MG_198301_bin_15	SGB145
MG_198301_bin_14	SGB416
GCF_000563935.1_Stap_aure_T26751_V1_genomic	SGB185
MG_198301_bin_12	SGB544
MG_198301_bin_11	SGB601
GCF_000481765.1_Pseu_aeru_19660_V1_genomic	SGB359
GCF_900075685.1_11983_6_29_genomic	SGB238
GCF_000587675.1_Stap_aure_F36099_V1_genomic	SGB185
GCF_009024595.1_ASM902459v1_genomic	SGB286
GCF_002253745.1_ASM225374v1_genomic	SGB057
C0018A4	SGB001
C0018A5	SGB001
GCF_000570635.1_Stap_aure_T89463_V1_genomic	SGB185
C0018A2	SGB001
C0018A3	SGB001
SRR6747948_bin_1	SGB266
SAMN02436209	SGB601
GCF_001454805.1_WH-SGI-V-07326_genomic	SGB359
GCF_000579975.1_Stap_aure_W73601_V1_genomic	SGB185
GCF_002990065.1_ASM299006v1_genomic	SGB511
0795_578_1_1_MRS6_S818-bin_1	SGB266
E2_1697_1278_1_BDMRSCQ2_S191-bin_1-SPLIT	SGB464
GCF_002866685.1_ASM286668v1_genomic	SGB359
SAMN04590065	SGB408
GCF_000564275.1_Stap_aure_T79159_V1_genomic	SGB185
